ratio,mean_abs_diff,median_abs_diff,max_abs_diff,max_param
0.25,0.2251443966405226,0.17197874675387984,1.0197086557771882,G_CAR:PURPOSE_2
0.5,0.25767770919933425,0.21335050630859495,1.0802159431040232,G_CAR:PURPOSE_2
1.0,0.22676003476646614,0.17652231791261175,1.0283451169075606,G_CAR:PURPOSE_2
