param,coef_base,coef_new,diff,abs_diff,converged_base,converged_new,boot_se,z_diff_vs_bootse,ci_2.5,ci_97.5,p_boot,ratio
G_CAR:PURPOSE_2,-1.6621335225184082,-0.5819175794143849,1.0802159431040232,1.0802159431040232,False,False,0.3265217283144547,3.308251333472448,-1.7038529027239455,-0.527165653178561,0.0664610439275521,0.5
G_SM:PURPOSE_2,-1.167146231126421,-0.29447389599472684,0.8726723351316941,0.8726723351316941,False,False,0.2327801280057775,3.74891251503236,-1.2022821283431184,-0.327035727612475,3.6656309099214472e-09,0.5
G_CAR:AGE_3,0.8034277563173967,0.1118953660263795,-0.6915323902910172,0.6915323902910172,False,False,0.3224954818199832,-2.144316523097927,-1.12199977827417,0.0006676604675771,0.1202993992682346,0.5
G_CAR:AGE_2,0.056709634089136214,-0.5923360887570605,-0.6490457228461967,0.6490457228461967,False,False,0.3237989909081767,-2.00447111038173,-1.809105405876808,-0.5852053332441527,0.1710874721823083,0.5
G_SM:PURPOSE_4,-0.31016443965187457,0.314499414474941,0.6246638541268156,0.6246638541268156,False,False,0.3019472817981741,2.0687844924676284,-0.4489914473446221,0.663381000327015,0.1729902044485036,0.5
G_CAR:AGE_4,1.077561971066367,0.461832309612066,-0.6157296614543011,0.6157296614543011,False,False,0.3556159443846428,-1.731445597918166,-0.780913112639574,0.5027860871486499,0.0072271355771189,0.5
G_CAR:PURPOSE_6,0.5593790480543233,0.0101252105988817,-0.5492538374554415,0.5492538374554415,False,False,0.6100449685744004,-0.9003497541156348,-2.30100203062448,0.1121648726420501,0.0137717796513199,0.5
G_CAR:PURPOSE_7,-7.903878443980954,-7.458226413426342,0.4456520305546121,0.4456520305546121,False,False,1.292780587463385,0.3447236405591789,-4.379018871779595,-0.5003796037109528,4.0446557214579565e-10,0.5
G_CAR:INCOME_3,-0.8943139603337653,-0.45217062378580053,0.4421433365479648,0.4421433365479648,False,False,0.3549548977847465,1.245632443184631,-0.774272486338894,0.4928015232670665,0.000419980901229,0.5
G_CAR:INCOME_2,-0.08179434647545104,0.3532549471057093,0.43504929358116035,0.43504929358116035,False,False,0.3396429017497268,1.2809020631372883,0.2214115539613804,1.3673665769541077,1.0,0.5
G_SM:PURPOSE_7,-1.1659554672031933,-0.7338565587866652,0.4320989084165281,0.4320989084165281,False,False,0.4037084600901061,1.0703241351942077,-1.2953974926924317,0.0843865639565245,0.1259984917285073,0.5
